id,label
0.jpg,0.9989598989486694
1.jpg,0.9999960660934448
2.jpg,3.7137888853067125e-07
3.jpg,1.0481425078978646e-06
4.jpg,0.9999964237213135
5.jpg,0.9999967813491821
6.jpg,0.9897626638412476
7.jpg,0.9999957084655762
8.jpg,0.9999994039535522
9.jpg,0.9999994039535522
10.jpg,0.9999994039535522
11.jpg,0.00018252927111461759
12.jpg,5.663548654410988e-05
13.jpg,0.0006264735129661858
14.jpg,5.93524964642711e-06
15.jpg,5.1732872634602245e-06
16.jpg,1.2518759149315883e-06
17.jpg,0.9999964237213135
18.jpg,6.568540356965968e-06
19.jpg,0.00035424766247160733
20.jpg,3.931714218197158e-06
21.jpg,0.9999983310699463
22.jpg,7.938159001241729e-07
23.jpg,0.9495493769645691
24.jpg,5.792300044049625e-07
25.jpg,2.7534824766917154e-05
26.jpg,0.9999946355819702
27.jpg,0.9792689681053162
28.jpg,0.9999992847442627
29.jpg,0.9999996423721313
30.jpg,3.8695812691003084e-05
31.jpg,3.7609067931043683e-06
32.jpg,0.9999954700469971
33.jpg,6.797994046792155e-06
34.jpg,0.9495014548301697
35.jpg,6.77049001751584e-06
36.jpg,0.9999977350234985
37.jpg,0.9999955892562866
38.jpg,0.9924335479736328
39.jpg,0.00018968756194226444
40.jpg,0.9999147653579712
41.jpg,2.7550717277335934e-05
42.jpg,0.999970555305481
43.jpg,0.0001867907412815839
44.jpg,0.00010770021617645398
45.jpg,0.9999984502792358
46.jpg,0.03136482834815979
47.jpg,0.9999978542327881
48.jpg,0.9999932050704956
49.jpg,0.9999992847442627
50.jpg,7.345653330048663e-07
51.jpg,0.0069227274507284164
52.jpg,0.8558216691017151
53.jpg,0.9999932050704956
54.jpg,0.9999983310699463
55.jpg,9.759260137798265e-07
56.jpg,3.727101557160495e-06
57.jpg,0.9999982118606567
58.jpg,0.9999994039535522
59.jpg,0.9999997615814209
60.jpg,0.9999983310699463
61.jpg,8.770114163780818e-07
62.jpg,0.9999966621398926
63.jpg,5.569013978856674e-07
64.jpg,0.9999909400939941
65.jpg,0.0007824819185771048
66.jpg,0.9999986886978149
67.jpg,0.9999996423721313
68.jpg,0.9989678859710693
69.jpg,9.844933083513752e-05
70.jpg,0.9999953508377075
71.jpg,0.0024113261606544256
72.jpg,1.018499369820347e-05
73.jpg,4.4765645725419745e-05
74.jpg,1.814885763451457e-06
75.jpg,0.00120893947314471
76.jpg,0.999996542930603
77.jpg,0.9999991655349731
78.jpg,0.9999971389770508
79.jpg,0.9840735197067261
80.jpg,6.252358843994443e-07
81.jpg,0.8149964809417725
82.jpg,6.027785843798483e-07
83.jpg,3.606771542763454e-06
84.jpg,2.601142568892101e-06
85.jpg,0.0005061671836301684
86.jpg,0.999998927116394
87.jpg,0.9999910593032837
88.jpg,1.948102180904243e-06
89.jpg,0.9999964237213135
90.jpg,9.739606866787653e-06
91.jpg,1.0849201999008073e-06
92.jpg,0.9999986886978149
93.jpg,2.1505954919120995e-06
94.jpg,0.9999994039535522
95.jpg,5.9932722251687665e-06
96.jpg,0.999996542930603
97.jpg,1.526021264908195e-06
98.jpg,0.9999979734420776
99.jpg,0.9948838353157043
100.jpg,3.0029864319658373e-06
101.jpg,2.5331476081191795e-06
102.jpg,0.20995834469795227
103.jpg,4.840119345317362e-07
104.jpg,2.23755014303606e-05
105.jpg,3.042158823518548e-05
106.jpg,1.0319367902411614e-05
107.jpg,0.9999986886978149
108.jpg,1.3790821640213835e-06
109.jpg,2.654531635926105e-05
110.jpg,0.8804377913475037
111.jpg,0.9999988079071045
112.jpg,0.0001487227127654478
113.jpg,0.0018014764646068215
114.jpg,0.999797523021698
115.jpg,0.0001711174991214648
116.jpg,0.5979761481285095
117.jpg,0.9999822378158569
118.jpg,0.9999986886978149
119.jpg,4.8642075853422284e-05
120.jpg,1.7122307554018334e-06
121.jpg,0.9974480867385864
122.jpg,0.99998939037323
123.jpg,5.154738005330728e-07
124.jpg,0.00022624748817179352
125.jpg,5.340633606465417e-07
126.jpg,0.9999995231628418
127.jpg,0.9999985694885254
128.jpg,7.238089096972544e-07
129.jpg,0.999998927116394
130.jpg,8.479212283418747e-07
131.jpg,5.611864708043868e-06
132.jpg,0.9999996423721313
133.jpg,0.9999995231628418
134.jpg,1.341151710221311e-05
135.jpg,0.9999984502792358
136.jpg,5.171691555005964e-07
137.jpg,0.9999983310699463
138.jpg,3.2999462291627424e-06
139.jpg,3.6978849493607413e-07
140.jpg,9.127993507718202e-06
141.jpg,2.1069627109682187e-06
142.jpg,3.1283459520636825e-06
143.jpg,5.408502147474792e-06
144.jpg,7.959566232784709e-07
145.jpg,0.9999945163726807
146.jpg,0.9999935626983643
147.jpg,0.9999946355819702
148.jpg,3.564489816199057e-05
149.jpg,1.808593879104592e-05
150.jpg,0.07168776541948318
151.jpg,0.9999178647994995
152.jpg,0.9999946355819702
153.jpg,1.5860969142522663e-06
154.jpg,8.998509883895167e-07
155.jpg,0.9999765157699585
156.jpg,0.0001530476874904707
157.jpg,1.07902212675981e-06
158.jpg,0.3723424971103668
159.jpg,0.9999945163726807
160.jpg,1.5956931065375102e-07
161.jpg,0.9999833106994629
162.jpg,7.623255805810913e-05
163.jpg,0.9999985694885254
164.jpg,5.062337368144654e-05
165.jpg,0.00012247775157447904
166.jpg,0.9999995231628418
